Customer ID,First Name,Last Name,Gender,Location,Date of Birth
529,Cynthia,Li,Male,Illinois,09-07-1953
530,Jack,Harris,Male,Maryland,13-01-1962
531,Victoria,Green,Female,New York,20-02-1961
532,Curtis,Graves,Male,Indiana,11-05-1994
533,Beverly,King,Male,Missouri,11-06-1994
534,Eric,Green,Male,Wisconsin,12-10-1966
535,Rachael,Walls,Female,Washington,06-10-1958
536,Sonya,Lutz,Female,Arizona,23-08-2003
537,Linda,Moore,Female,North Carolina,05-12-1984
538,Leslie,Mccullough,Male,Michigan,31-08-1966
539,John,Tran,Male,Michigan,25-04-1953
540,Kari,Johnson,Male,California,12-08-1988
541,Kelly,Richards,Female,Arizona,01-07-1995
542,Robert,May,Male,North Carolina,19-06-1981
543,Brandon,Johnson,Male,North Carolina,03-10-1957
544,David,Todd,Male,Missouri,01-10-1989
545,Andrew,Meyers,Female,Indiana,07-04-1965
546,Christian,Jones,Female,Missouri,26-02-1969
547,Charles,Wong,Female,New Jersey,27-08-1968
548,Robert,Bryant,Male,New Jersey,25-06-1981
549,Andrea,Allen,Female,Ohio,15-03-1979
550,Joyce,Ellis,Female,Arizona,07-07-1985
551,Douglas,Moore,Female,Pennsylvania,28-03-1953
552,Robert,Cook,Male,California,14-11-1982
553,Dana,Rios,Male,Indiana,06-07-1967
554,Christopher,Alvarez,Female,Pennsylvania,26-02-1979
555,Sean,Peters,Female,Maryland,17-04-2005
556,Mike,Stephens,Male,Washington,06-01-1956
557,Stacy,Hoover,Female,Virginia,11-02-1995
558,Brian,Cooper,Female,Massachusetts,16-07-1971
559,Ricky,Hess,Male,Texas,26-02-1955
560,Robert,Miller,Female,Missouri,14-11-1992
561,Jessica,Patterson,Female,Arizona,30-10-1976
562,Malik,Gomez,Female,Wisconsin,09-02-2001
563,James,Hayes,Male,Georgia,21-03-1978
564,Kelly,Bass,Female,California,02-03-1976
565,Thomas,Hunt,Female,Virginia,18-04-1999
566,Stephanie,Archer,Female,Indiana,07-02-1984
567,Laura,Hensley,Male,Illinois,24-10-1996
568,Joshua,Wilson,Male,Ohio,10-05-1962
569,Angela,Stewart,Male,Virginia,06-10-1993
570,Haley,Johnson,Female,Tennessee,24-05-1988
571,Laura,Gross,Male,California,23-06-1959
572,Sean,Smith,Male,Georgia,05-05-1970
573,Raymond,Blackwell,Female,Maryland,28-03-1960
574,Katrina,Lee,Female,Georgia,09-11-2001
575,Ryan,Gutierrez,Male,North Carolina,03-04-1960
576,John,Brown,Female,Illinois,13-10-1971
577,Shawn,Collins,Female,Arizona,08-11-1954
578,Sharon,Price,Male,Florida,29-04-2000
579,Douglas,Williams,Male,Maryland,13-11-1962
580,Steven,Saunders,Female,Massachusetts,17-06-1995
581,Dana,Dawson,Female,Georgia,02-10-2005
582,Timothy,Howard,Male,Massachusetts,17-01-1998
583,James,Conley,Female,Indiana,17-06-1962
584,Aaron,Jones,Female,New York,30-12-1978
585,Holly,Brown,Male,Ohio,22-04-1967
586,Christine,Kelly,Female,Illinois,20-03-1992
587,Alan,Winters,Male,Massachusetts,16-02-1998
588,Kenneth,Avila,Female,Florida,16-12-1974
589,Kayla,Chambers,Male,Arizona,08-12-1966
590,Cristina,Hart,Female,Washington,15-11-1981
591,Amy,Lara,Female,North Carolina,13-10-1987
592,Eric,Gutierrez,Male,North Carolina,06-04-1987
593,Jasmine,Johnson,Male,Arizona,27-05-1961
594,Thomas,Lang,Female,Virginia,17-04-1991
595,Erika,Lee,Male,Wisconsin,23-05-1960
596,Kathleen,Hughes,Female,New Jersey,18-05-2000
597,Jesse,Howard,Male,Florida,05-07-1985
598,Kathleen,Martinez,Female,Michigan,08-09-1961
599,Joshua,Bell,Female,California,07-11-1987
600,Tracey,Thompson,Male,Tennessee,05-09-1983
